no,username,nickname,komentar,likes,create_time,sentiment_label,label_notes,confidence,needs_review
328,wgjjjxz,wgjjjxz,"@Mas An.:walaupun kita jarang merayakan ulang tahun, tapi kita juga pengen panjang umur 🙏",4,1777428447,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
329,dozza_111,Dozza,yang penting bicara 🗿,4,1777427464,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
330,hendrikololowang,R,"perbaiki sistem nya bu ,😭",4,1777424441,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
331,chomenkpanglimaba,Amenk1212,cari solusi bukan cari pengganti 😭,4,1777424148,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
332,ryuuu4umee_,Yuúmaà🎸🧊,"pemikirannya aduhh, sangat disayangkan padahal mentri",4,1777423839,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
333,essedouble44,ESSEDOUBLE,gantiii menterii pppa,4,1777423123,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
334,kur1r1n_14,SinaR,usulannya sama seperti temen anak saya yang masih sekolah dasar,4,1777420402,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
335,v4nboy17,setiaone ..̯ ᵕ̈,CERDAS,4,1777419474,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
336,jzennn0,dkaa,@HFtemptlate: Disuruh cari solusi malah ganti formasi,4,1777419162,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
337,fndbuy,Fendy Sim,Kualitas menteri di indonesia,4,1777418670,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
338,hasyhirama,HasyhiRama,paling cocok itu usulanya pak jonan dulu yg mengatakan seharusnya gerbong belakang itu dikosongkan,4,1777417045,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
339,tianadhira,Tianadhira,Bukan solusi Ya Allah Ibu 😭 Malu banget dengernya. Yg harus diperbaiki itu sistem sinyalnya,4,1777416253,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
340,riki_maulana_28,Riki,waduh pola pikirnya gimana😳,4,1777414606,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
341,iyadahpuh,noze,"usulan ditolak,
alasan : terlalu plenger",4,1777405319,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
342,itssyawaa,Syawaa | Eczema-TSW,"Aku perempuan, shock gelisaah bgd dengarnyaa",4,1777398420,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
343,dhntyz,Dann,[Sticker] sepakat,4,1777395065,Positif,"Dukungan, persetujuan, atau afirmasi literal",0.76,Tidak
344,luvsty2y,luvsty2y,[Sticker] sangat tidak fantas,4,1777393730,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
345,___selinnn,selin,[Sticker] pliss ketawa bgtt,4,1777392750,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
346,winforr1,za u oky?,[Sticker] bu? aelah gini amat,4,1777391984,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
347,marilaxz,KICAUMARIA👁👅👁,ngKak banged anj anj sumpah humor ini dr td sampe tengah malam gw ketawa terus,4,1777391624,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
348,mhdraflii23,MhmdRafli,Bentar yaa bu saya ngakak dulu🤣🤣,4,1777390008,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
349,astrorexdigital,Astrorex🥏,"Depan anggota dewan, belakang Pejabat sekelas Mentri, ini lebih bagus sih usulan saya",4,1777386574,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
350,yulianto1313,yulianto,"yang diusul ituuu. pengaman di kereta di perketat dan di per aman (tambah guard kek depan balakang jdi klo kena benduran ga tsmbus ke gerbong), pengaman sistem IT, palang pintu penyebrangan relnya diperketat (jangan2 disitu ga ada palang pintunya lagih)",4,1777386467,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
351,thonyanthony02,T H O N Y,pengen ketawa tapi takut dosa 😁,4,1777384570,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
352,pentolcilokk,Pentol,harusnya sistem keamanan keretanya yang di evaluasi 😭😭😭,4,1777381870,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
353,jdhsgsjsbdgdgs,🥀,pemikiran opo iki,4,1777380737,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
354,daniellniell6,uDeL Bodong,Mundur lebih Bijak daripada klarifikasi,2,1777944634,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
355,kambingulingg,aya,"cuma ganti masalah aja, ga menyelesaikan masalah karena ga ada intensi buat membenahi sistem koordinasinya",4,1777376692,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
356,vladimiraceng0,Vladimir Aceng,"khusus buat menteri, gerbongnya di depan masinis please",4,1777375337,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
357,octavian.fajar,Octavian Fajar,udah aja biar aman gerbong ujung isi water barrier aja,4,1777374976,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
358,jomblohallal,𝟔𝟔𝟔,"“kami turut berduka atas apa yg terjadi, ini perlu dikaji dan dievaluasi secara menyeluruh dan investigasi yg mendalam, sekarang kami berfokus pada penanggulangan korban terlebih dahulu, langkah kedepannya kami lebih tertuju pada perbaikan sistem yg lebih intens agar kejadian serupa tidak terulang kembali. namun begitu sistem pengelompokan dan posisi gerbong akan kami pertimbangkan dan menjadi catatan di dalam proses ini”",4,1777374781,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
359,rangga26516,Rangga,"Y Allah, sekelas mentri, syang bgt pajak gw 🥲😢",4,1777371472,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
360,orgguanteng,No Body Perfect,ya sebenarnya ga masalah mau ditaro didepan atau di belakang ...itu sdh benar gerbang cewe di depan atau belakang... bukan itu yang harus dibenahi....yang perlu dibenahi adalah jalan di bekasi yang dilewati kendaraan tidak perlu melewati rel kereta perlu dibuat jalur khusus kendaraan baik itu fly over atau under pass dan perangkat kereta api perlu di adakan perawatan rutin,4,1777368451,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
361,makani563,Makani,Yang seharusnya di evaluasi bukan penempatannl gerbongnya. Tapi sistem keamanannya. Mentri kok gini.,4,1777367104,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
362,setiabudi903,cah wolezzz,GK ngaruh blas,4,1777366911,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
363,wandarizq,Wandaa,"Kami ini emang immortal bu, izin",4,1777365021,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
364,m.gibran1705,M.Gibran0517,Intinya sama saja mau ditengah atu di ujung juga tetep resiko ada saja,4,1777362510,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
365,desidesanti,Desi Desanti,"Bu, plis banget ini mah jangan asbun 🙏🏻",4,1777359801,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
366,sangeptuaji,sangeptuija,"logika macam apa posisi gerbang ikut di evaluasi😭
what a statement",4,1777358122,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
367,rztemplate_cc123,RZ•Template,"Ngomong ❎
yg penting ngomong ✅",3,1777613878,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
368,rennjelk12,￴ ￴ ￴ ￴￴  ￴ ￴ ￴ ￴ ￴ ￴ ￴ ￴,[Sticker] sepakat😹,3,1777609467,Positif,"Dukungan, persetujuan, atau afirmasi literal",0.76,Tidak
369,ucansee___,ucansee___,Gue sepanjang nntn ketawa abis 😭,3,1777602257,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
370,bluee9632,bluee963,"bukanya cari solusi, malah ganti formasi",3,1777534788,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
371,izul_me,izul,yg cerdas itu wartawannya. pertanyaan nya menjebak.,3,1777529276,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
372,kararepoo4,Silent🀄,[Sticker] keadaan satasiun hari ini 🗿,3,1777520915,Negatif,Humor/sarkasme yang cenderung mengkritik isi pernyataan,0.68,Ya
373,dewande_againz,DewanDe'againz,di tanya solusi malah ganti formasi. 😭,3,1777516648,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
374,stecu12348,ularrrr🐍,bukannya nyari solusi malah ganti pormasi🗿,3,1777508989,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
375,a.q.u.a.r.i.u.s_83,🅰🆀🆄🅰🆁🅸🆄🆂♒ ☑️,"meskipun kami (laki²) tidak merayakan ulang tahun,kami (laki²) juga kepingin panjang umur bu🙏",3,1777508366,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
376,fahrulrazi251,Fahrul,"yang di evaluasi cuma tempat duduk, tidak memberikan solusi ,cari akar masalahnya ...",3,1777503194,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
377,jocklaytoga,JocklayTogaT,"Cari solusi supaya tdk terjadi, yaitu Masinis harus di evaluasi kinerjanya. begitu juga para anggota di lapangan Stasiun agar selalu peka terhadap Sinyal atau PERINGATAN. Itu yg harus di benahi",3,1777483544,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
378,kikialfarisi46,Muhammad Kiki458,"saya usul boleh bu.. buat anggota DPR, menteri kalo bisa jangan dikasih mobil operasional, kalo bisa di berikan fasilitas naik krl. khusus gerbong belakang dan depan.. gimana?",3,1777480017,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
379,dodo_purba,Dodo,BICARA YANG PENTING ❌ YANG PENTING BICARA ✅,3,1777479259,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
380,moonsyahi,nesyaa,statementnya bener bener ngasal bgtt buuu 😭,3,1777477448,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
381,archane212,Maybeee,[Sticker] keadaan stasiun besok,3,1777475068,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
382,sarcio2,Kavaratzs,"bu,kita bukan Spiderman bu",3,1777469833,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
383,justforzpt,JustfoRzpt,[Sticker] gpp ayo brgkt,3,1777469088,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
384,nonibelanda71,noni belanda,ya udah gerbong depan sama gerbong belakang khusus keluarga ibu aja biar adi🥰,3,1777468804,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
385,puci.o,uti,Sialan ngakak bgt komen2ny😂😭,3,1777465263,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
386,daffaelahh,ドウィライシャ,"gapapa Bu kami di taruh dibelakang... Kami ikhlas
di rumah kami jadi tulang punggung
kelurga
bahkan saat naek KRL kami pun jadi tulang punggung kereta",3,1777463426,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
387,rainbow.and.rubby,Pipit Nofiyani,bukannya cari solusi malah ganti pengganti😭😭,3,1777463252,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
388,leolovers12,mochi208,oot nya tuh nge oot banget,3,1777461289,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
389,mrlinatan,marlinaaaa99,demi apa semnjak berita ini muncul smpe skrg masih ngakkak,3,1777459293,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
390,b_aja714,JAVI,"Setiap manusia memiliki hak hidup yang sama tanpa pengecualian. Hal ini secara tegas dijamin dalam Undang-Undang Dasar 1945, khususnya Pasal 28A yang menyatakan bahwa “Setiap orang berhak untuk hidup serta berhak mempertahankan hidup dan kehidupannya.” Selain itu, Pasal 28D ayat (1) juga menegaskan bahwa setiap orang berhak atas pengakuan, jaminan, perlindungan, dan kepastian hukum yang adil serta perlakuan yang sama di hadapan hukum.
Berdasarkan hal tersebut, tidak seharusnya ada kebijakan yang terkesan membedakan nilai keselamatan antara satu kelompok dengan kelompok lainnya, baik itu laki-laki maupun perempuan. Dalam situasi yang menyangkut keselamatan jiwa, seluruh manusia memiliki hak yang setara untuk dilindungi tanpa adanya prioritas yang dapat menimbulkan kesan bahwa satu nyawa lebih penting dibanding yang lain.
Meskipun tujuan perlindungan terhadap perempuan dapat dipahami dari sisi sosial dan keamanan, kebijakan publik tetap harus mempertimbangkan prinsip keadilan yang menyeluruh. Perlindungan tidak boleh mengarah pada perlakuan yang menimbulkan ketimpangan dalam hak dasar, terutama hak untuk hidup yang bersifat mutlak dan tidak tergantikan.
Oleh karena itu, setiap kebijakan seharusnya dirancang secara hati-hati, berbasis data, serta mempertimbangkan keselamatan seluruh penumpang tanpa terkecuali, sehingga nilai keadilan dan kemanusiaan tetap terjaga sesuai dengan amanat konstitusi.",3,1777455203,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
391,vevey_420,vy_,Gimana kalo gerbong nya di bikin di tengah aja buk,3,1777450935,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
392,daffasinaga67,D   FOR   DAFFA,walaupun kami jarang rayain ulang tahun kami juga mau panjang umur buk,3,1777448140,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
393,farhanramadhan.42,M💫,di tanya solusi malah ubah formasi👀,3,1777446681,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
394,wayu_ngwur,𝐖𝐚𝐲𝐮,seharusnya nyari solusi buat kendaraan gak tinggal di tengah rell lagi bukan Gonta ganti tempat hadeh,3,1777445883,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
395,p4in.to.p4int,pain to paint,"[Sticker] maaf ibu...
Jika gerbong Tengah Di timpa Pohon Besar usulan ibu kira kira pindah kemana lagi. saya Bertanya dengan sopan. terimakasih",3,1777444806,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
396,dndymldn,D,"meski kami jarang merayakan ulang tahun, kami juga ingin panjang umur",3,1777444199,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
397,brz967,rz,yg penting ngomong meskipun ngomong nya g penting,3,1777443629,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
398,alifmu7,aLlif,mak e sopo iki kok gemeshne 🤏,3,1777443090,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
399,sambernyowo1293,cHulopapii,"kita emang paling suka di jepit,tapi bukan dijepit kereta juga 😭",3,1777442855,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
400,alarick_store24,Aa’Arik,Kok bisa gni ya? Heran,3,1777439052,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
401,marchkosong7,7-Mar,[Sticker] sepakat!,3,1777435787,Positif,"Dukungan, persetujuan, atau afirmasi literal",0.76,Tidak
402,voxi475,🐣,"malah ganti formasi bukannya
cari solusi",3,1777433976,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
403,s4triapramudita,💲atriaa,fix make,3,1777432005,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
404,lambok87putraberl,Lambok87 Ban velg,Di atas lebih aman ibu,3,1777431895,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
405,t.m.s.n.k.a,budak malay,[Sticker] sepakat...,3,1777430124,Positif,"Dukungan, persetujuan, atau afirmasi literal",0.76,Tidak
406,hidd_a7x,Hidd_24,malah ganti formasi anjerrr 🗿,3,1777428815,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
407,raysoko98,😹,[Sticker] yg diharapkan mentri ketika mengganti formasi:,3,1777428439,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
408,fadil_maulanarhn,enjoy the proses,walaupun kami jarang merayakan ulang tahun tapi kami juga pengen panjang umur buu🙏,3,1777427140,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
409,monyetmer4h,ipanlagibae,"kami emang jrng ngerayain ultah bu,tapi kmi juga ingin panjang umur",3,1777426639,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
410,teguhxox,teguhxox,"tadi ada yg komen d posting lain, katanya bowtie ajh yg ditaro di belakang sama depan 😭😭",3,1777425921,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
411,wongsetengahrolas638,ig : ripkiiii738,gue jalan kaki aja bu....,3,1777424979,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
412,allexx.sky,Ndaa,ini mah ganti formasi bukk bukan cari solusi sekelas mentri kok gini,3,1777424717,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
413,its_xiaoyuu,Its_Xiaoyuu陈晓宇,Kocak yg di tanya solusi malah numbalin😭,3,1777424288,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
414,nurse_dialysis,Nurse.Dialysis,bagaimana gerbongnya yg paling belkang buat menteri dan para pejabat bu ibuk??,3,1777423510,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
415,kudaponiterrbang,Xhanzu,sepakat,3,1777423373,Positif,"Dukungan, persetujuan, atau afirmasi literal",0.76,Tidak
416,farr_44,Farr🕸,cetek banget pemikirannyaa,3,1777422772,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
417,jawirrace201,BlizStecuue,[Sticker] mataneee,3,1777422518,Netral,Tidak ada opini jelas/komentar hanya sticker atau observasi,0.85,Tidak
418,myfriendsssssssssssssss,HAI,"Setiap manusia memiliki hak hidup yang sama tanpa pengecualian. Hal ini secara tegas dijamin dalam Undang-Undang Dasar 1945, khususnya Pasal 28A yang menyatakan bahwa “Setiap orang berhak untuk hidup serta berhak mempertahankan hidup dan kehidupannya.” Selain itu, Pasal 28D ayat (1) juga menegaskan bahwa setiap orang berhak atas pengakuan, jaminan, perlindungan, dan kepastian hukum yang adil serta perlakuan yang sama di hadapan hukum.
Berdasarkan hal tersebut, tidak seharusnya ada kebijakan yang terkesan membedakan nilai keselamatan antara satu kelompok dengan kelompok lainnya, baik itu laki-laki maupun perempuan. Dalam situasi yang menyangkut keselamatan jiwa, seluruh manusia memiliki hak yang setara untuk dilindungi tanpa adanya prioritas yang dapat menimbulkan kesan bahwa satu nyawa lebih penting dibanding yang lain.
Meskipun tujuan perlindungan terhadap perempuan dapat dipahami dari sisi sosial dan keamanan, kebijakan publik tetap harus mempertimbangkan prinsip keadilan yang menyeluruh. Perlindungan tidak boleh mengarah pada perlakuan yang menimbulkan ketimpangan dalam hak dasar, terutama hak untuk hidup yang bersifat mutlak dan tidak tergantikan.
Oleh karena itu, setiap kebijakan seharusnya dirancang secara hati-hati, berbasis data, serta mempertimbangkan keselamatan seluruh penumpang tanpa terkecuali, sehingga nilai keadilan dan kemanusiaan tetap terjaga sesuai dengan amanat konstitusi.",3,1777419652,Negatif,"Kritik, penolakan, keluhan, atau sarkasme terhadap isi pernyataan/solusi",0.82,Tidak
